Province	stud_teach	Level
GUAYAS	L10	2
GUAYAS	L10	2
GUAYAS	L50	4
GUAYAS	L40	4
GUAYAS	L40	4
GUAYAS	L20	5
GUAYAS	L50	4
GUAYAS	L50	4
GUAYAS	L40	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L10	2
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	2
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L30	4
IMBABURA	L30	2
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	6
IMBABURA	L20	2
IMBABURA	L20	2
IMBABURA	L20	6
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L30	6
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	6
IMBABURA	L30	4
IMBABURA	L40	4
IMBABURA	L30	4
IMBABURA	L20	6
IMBABURA	L20	6
IMBABURA	L20	6
IMBABURA	L20	6
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	6
IMBABURA	L40	5
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L30	2
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L30	2
IMBABURA	L20	6
IMBABURA	L20	6
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	6
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	4
PICHINCHA	L20	4
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L30	6
IMBABURA	L20	2
PICHINCHA	L10	4
PICHINCHA	L20	4
IMBABURA	L30	2
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L30	2
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	6
IMBABURA	L20	4
PICHINCHA	L20	4
IMBABURA	L30	5
IMBABURA	L30	2
IMBABURA	L20	4
IMBABURA	L20	6
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	6
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	6
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	2
PICHINCHA	L20	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L10	5
IMBABURA	L30	2
IMBABURA	L20	2
IMBABURA	L30	4
IMBABURA	L20	2
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	2
IMBABURA	L30	3
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L10	4
IMBABURA	L30	4
IMBABURA	L20	2
IMBABURA	L20	3
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	5
IMBABURA	L20	5
IMBABURA	L30	1
IMBABURA	L20	2
IMBABURA	L30	2
IMBABURA	L10	4
IMBABURA	L20	2
IMBABURA	L10	4
IMBABURA	L30	5
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L20	2
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L50	4
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	2
IMBABURA	L10	2
IMBABURA	L40	3
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L10	4
IMBABURA	L30	5
IMBABURA	L30	5
IMBABURA	L20	3
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L60	5
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L40	5
IMBABURA	L10	5
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	5
IMBABURA	L30	5
IMBABURA	L20	5
IMBABURA	L80	5
IMBABURA	L20	5
IMBABURA	L20	5
IMBABURA	L30	4
IMBABURA	L30	5
IMBABURA	L30	4
IMBABURA	L20	5
IMBABURA	L20	3
IMBABURA	L20	5
IMBABURA	L10	2
IMBABURA	L30	5
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L80	5
IMBABURA	L20	2
IMBABURA	L40	5
IMBABURA	L30	5
IMBABURA	L30	5
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L40	4
IMBABURA	L10	4
IMBABURA	L20	2
IMBABURA	L20	3
IMBABURA	L30	5
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L30	2
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L40	4
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	1
IMBABURA	L20	5
IMBABURA	L30	3
IMBABURA	L10	5
IMBABURA	L10	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	1
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L10	5
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	5
IMBABURA	L20	2
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L40	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	2
IMBABURA	L40	1
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L30	4
IMBABURA	L40	4
IMBABURA	L30	4
IMBABURA	L30	2
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L30	1
IMBABURA	L20	2
IMBABURA	L20	2
IMBABURA	L30	4
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L10	2
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L10	1
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	5
IMBABURA	L30	2
IMBABURA	L10	4
IMBABURA	L20	5
IMBABURA	L20	2
IMBABURA	L20	2
IMBABURA	L30	2
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L30	5
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	5
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L30	2
IMBABURA	L40	4
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L10	4
IMBABURA	L20	2
IMBABURA	L20	2
IMBABURA	L10	1
IMBABURA	L20	4
IMBABURA	L10	5
IMBABURA	L20	5
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L30	2
IMBABURA	L10	2
IMBABURA	L30	2
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L30	2
IMBABURA	L20	5
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L30	4
IMBABURA	L20	5
IMBABURA	L20	5
IMBABURA	L30	2
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
ZONA NO DELIMITADA	L20	4
IMBABURA	L10	4
ZONA NO DELIMITADA	L30	4
IMBABURA	L20	4
ZONA NO DELIMITADA	L20	4
ZONA NO DELIMITADA	L30	4
IMBABURA	L40	4
ZONA NO DELIMITADA	L30	4
ZONA NO DELIMITADA	L20	4
ZONA NO DELIMITADA	L30	5
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	4
ZONA NO DELIMITADA	L50	5
ZONA NO DELIMITADA	L30	4
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L30	3
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	5
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	5
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L30	2
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L30	5
IMBABURA	L20	3
IMBABURA	L30	5
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L20	2
IMBABURA	L30	2
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L30	5
IMBABURA	L30	5
IMBABURA	L40	5
IMBABURA	L40	1
IMBABURA	L20	5
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L30	2
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L10	3
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	5
IMBABURA	L30	2
IMBABURA	L40	5
IMBABURA	L20	3
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L30	5
IMBABURA	L20	2
IMBABURA	L30	4
IMBABURA	L30	2
IMBABURA	L10	5
IMBABURA	L20	5
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L30	4
IMBABURA	L30	2
IMBABURA	L20	1
IMBABURA	L20	4
IMBABURA	L10	5
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L30	2
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	2
IMBABURA	L40	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	4
PICHINCHA	L20	4
IMBABURA	L20	4
IMBABURA	L20	3
PICHINCHA	L20	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	1
IMBABURA	L30	1
IMBABURA	L30	2
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L10	5
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L10	5
IMBABURA	L20	5
IMBABURA	L20	2
IMBABURA	L10	4
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	5
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L20	4
IMBABURA	L10	5
IMBABURA	L10	4
IMBABURA	L30	4
IMBABURA	L30	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L40	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L40	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L10	2
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	2
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L20	4
IMBABURA	L10	4
IMBABURA	L20	2
IMBABURA	L10	4
IMBABURA	L20	2
IMBABURA	L10	2
IMBABURA	L20	2
IMBABURA	L10	2
IMBABURA	L20	5
IMBABURA	L20	5
IMBABURA	L10	2
IMBABURA	L20	5
LOJA	L20	3
LOJA	L20	2
LOJA	L10	4
LOJA	L10	4
LOJA	L10	2
LOJA	L10	2
LOJA	L10	2
LOJA	L20	4
LOJA	L10	4
LOJA	L20	2
LOJA	L10	2
LOJA	L20	2
LOJA	L10	4
LOJA	L10	2
LOJA	L10	2
LOJA	L10	4
LOJA	L10	4
LOJA	L20	2
LOJA	L10	4
LOJA	L20	2
LOJA	L10	4
LOJA	L20	2
LOJA	L20	2
LOJA	L10	2
LOJA	L20	3
LOJA	L10	4
LOJA	L10	4
LOJA	L10	2
LOJA	L10	4
LOJA	L10	4
LOJA	L20	2
LOJA	L10	2
LOJA	L20	2
LOJA	L10	4
LOJA	L20	4
LOJA	L10	2
LOJA	L10	2
LOJA	L10	2
LOJA	L10	2
LOJA	L10	4
LOJA	L10	4
LOJA	L10	3
LOJA	L10	4
LOJA	L50	2
LOJA	L10	2
LOJA	L10	4
LOJA	L10	2
LOJA	L20	4
LOJA	L20	2
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L30	4
LOJA	L20	5
LOJA	L20	4
LOJA	L20	4
LOJA	L20	5
LOJA	L20	5
LOJA	L20	3
LOJA	L30	3
LOJA	L20	5
LOJA	L30	3
LOJA	L20	4
LOJA	L30	4
LOJA	L10	2
LOJA	L20	5
LOJA	L20	4
LOJA	L20	2
LOJA	L20	4
LOJA	L20	2
LOJA	L10	2
LOJA	L10	2
LOJA	L10	4
LOJA	L20	1
LOJA	L30	5
LOJA	L20	2
LOJA	L10	2
LOJA	L10	2
LOJA	L10	4
LOJA	L30	2
LOJA	L20	5
LOJA	L30	2
LOJA	L20	4
LOJA	L20	2
LOJA	L10	2
LOJA	L10	4
LOJA	L20	2
LOJA	L10	2
LOJA	L20	4
LOJA	L10	4
LOJA	L10	2
LOJA	L30	4
LOJA	L20	4
LOJA	L30	2
LOJA	L30	2
LOJA	L20	2
LOJA	L10	4
LOJA	L20	4
LOJA	L10	2
LOJA	L20	2
LOJA	L10	4
LOJA	L50	5
LOJA	L20	5
LOJA	L20	4
LOJA	L10	2
LOJA	L20	4
LOJA	L30	2
LOJA	L30	2
LOJA	L20	2
LOJA	L20	2
LOJA	L20	5
LOJA	L20	2
LOJA	L20	4
LOJA	L20	2
LOJA	L20	4
LOJA	L20	1
LOJA	L10	1
LOJA	L10	5
LOJA	L10	4
LOJA	L20	3
LOJA	L10	4
LOJA	L10	4
LOJA	L20	2
LOJA	L10	4
LOJA	L10	3
LOJA	L20	5
LOJA	L20	4
LOJA	L20	4
LOJA	L10	2
LOJA	L20	4
LOJA	L10	2
LOJA	L30	2
LOJA	L20	2
LOJA	L10	4
LOJA	L20	5
LOJA	L10	4
LOJA	L30	4
LOJA	L20	4
LOJA	L20	2
LOJA	L20	4
LOJA	L20	4
LOJA	L20	5
LOJA	L10	4
LOJA	L20	2
LOJA	L30	4
LOJA	L20	5
LOJA	L20	5
LOJA	L20	5
LOJA	L20	2
LOJA	L20	1
LOJA	L20	2
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L80	4
LOJA	L10	2
LOJA	L20	2
LOJA	L10	2
LOJA	L10	4
LOJA	L30	4
LOJA	L20	2
LOJA	L10	4
LOJA	L20	4
LOJA	L30	2
LOJA	L30	4
LOJA	L20	5
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	1
LOJA	L10	2
LOJA	L10	2
LOJA	L20	4
LOJA	L10	2
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L30	2
LOJA	L10	4
LOJA	L20	2
LOJA	L20	4
LOJA	L10	4
LOJA	L20	2
LOJA	L20	5
LOJA	L10	4
LOJA	L10	2
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	2
LOJA	L10	2
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	2
LOJA	L20	2
LOJA	L30	2
LOJA	L20	4
LOJA	L10	2
LOJA	L20	3
LOJA	L10	5
LOJA	L30	5
LOJA	L20	4
LOJA	L20	5
LOJA	L30	1
LOJA	L20	4
LOJA	L30	5
LOJA	L30	2
LOJA	L30	2
LOJA	L20	3
LOJA	L20	2
LOJA	L20	5
LOJA	L10	4
LOJA	L10	4
LOJA	L20	2
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	5
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L30	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	5
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L30	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	5
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	5
LOJA	L20	4
LOJA	L10	5
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	5
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	5
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	1
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	3
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L40	5
LOJA	L10	5
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	5
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	5
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	5
LOJA	L10	4
LOJA	L20	5
LOJA	L20	2
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	3
LOJA	L80	5
LOJA	L20	3
LOJA	L10	4
LOJA	L10	4
LOJA	L10	2
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	2
LOJA	L30	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	5
LOJA	L20	5
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L30	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	2
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	5
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	5
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L30	4
LOJA	L10	4
LOJA	L10	4
LOJA	L30	5
LOJA	L20	4
LOJA	L30	4
LOJA	L10	4
LOJA	L10	4
LOJA	L30	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	5
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	5
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	5
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	5
LOJA	L10	4
LOJA	L20	4
LOJA	L10	2
LOJA	L10	4
LOJA	L10	4
LOJA	L30	2
LOJA	L20	4
LOJA	L70	4
LOJA	L10	4
LOJA	L30	4
LOJA	L20	5
LOJA	L30	2
LOJA	L10	5
LOJA	L30	2
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L30	4
LOJA	L20	5
LOJA	L30	5
LOJA	L30	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	2
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	2
LOJA	L30	5
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	5
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	5
LOJA	L10	4
LOJA	L10	4
LOJA	L20	5
LOJA	L20	2
LOJA	L10	4
LOJA	L10	5
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	5
LOJA	L20	4
LOJA	L70	5
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L30	2
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	3
LOJA	L10	4
LOJA	L20	4
LOJA	L10	5
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L30	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	5
LOJA	L10	4
LOJA	L10	6
LOJA	L10	4
LOJA	L20	5
LOJA	L10	4
LOJA	L30	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L50	5
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L50	5
LOJA	L10	5
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L30	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L20	4
LOJA	L10	4
LOJA	L20	4
LOJA	L20	5
LOJA	L10	4
LOJA	L10	4
LOJA	L10	4
LOJA	L10	5
LOJA	L20	4
LOJA	L10	4
LOJA	L10	4
