Province	stud_teach	Level
CHIMBORAZO	L20	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L20	6
CHIMBORAZO	L30	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L100	5
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L30	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	2
CHIMBORAZO	L10	6
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L30	2
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	2
CHIMBORAZO	L20	6
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	5
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	6
CHIMBORAZO	L20	2
CHIMBORAZO	L20	5
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	5
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L10	3
CHIMBORAZO	L20	2
BOLIVAR	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L100	5
CHIMBORAZO	L20	5
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L40	2
CHIMBORAZO	L30	4
CHIMBORAZO	L20	5
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	2
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L10	6
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L30	2
CHIMBORAZO	L30	2
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	2
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L60	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L10	2
CHIMBORAZO	L30	2
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L30	5
CHIMBORAZO	L40	5
CHIMBORAZO	L20	4
CHIMBORAZO	L10	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L30	4
CHIMBORAZO	L30	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	2
CHIMBORAZO	L20	3
CHIMBORAZO	L20	6
CHIMBORAZO	L30	2
CHIMBORAZO	L30	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	3
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L40	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
GUAYAS	L30	2
CHIMBORAZO	L30	6
CHIMBORAZO	L20	6
CHIMBORAZO	L10	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L30	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L30	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L100	5
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	2
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L30	2
CHIMBORAZO	L40	2
CHIMBORAZO	L20	4
CHIMBORAZO	L10	2
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L10	1
CHIMBORAZO	L30	4
CHIMBORAZO	L20	1
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	3
CHIMBORAZO	L10	5
CHIMBORAZO	L20	4
CHIMBORAZO	L30	2
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L30	1
CHIMBORAZO	L30	5
CHIMBORAZO	L30	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L10	2
CHIMBORAZO	L30	5
CHIMBORAZO	L30	5
CHIMBORAZO	L10	2
CHIMBORAZO	L20	2
CHIMBORAZO	L20	2
CHIMBORAZO	L30	1
CHIMBORAZO	L30	4
CHIMBORAZO	L20	6
CHIMBORAZO	L30	1
CHIMBORAZO	L30	2
CHIMBORAZO	L20	3
CHIMBORAZO	L30	4
CHIMBORAZO	L30	1
CHIMBORAZO	L10	4
CHIMBORAZO	L40	1
CHIMBORAZO	L10	4
CHIMBORAZO	L20	1
CHIMBORAZO	L60	5
CHIMBORAZO	L20	1
CHIMBORAZO	L10	5
CHIMBORAZO	L10	3
CHIMBORAZO	L10	1
CHIMBORAZO	L20	6
CHIMBORAZO	L20	1
CHIMBORAZO	L80	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	3
CHIMBORAZO	L40	5
CHIMBORAZO	L20	6
CHIMBORAZO	L30	1
CHIMBORAZO	L20	2
CHIMBORAZO	L10	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	2
CHIMBORAZO	L20	6
CHIMBORAZO	L10	5
CHIMBORAZO	L30	1
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	5
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	3
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	3
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L30	1
CHIMBORAZO	L20	2
CHIMBORAZO	L20	2
CHIMBORAZO	L30	3
CHIMBORAZO	L30	4
CHIMBORAZO	L30	2
CHIMBORAZO	L10	5
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	3
CHIMBORAZO	L20	2
CHIMBORAZO	L20	2
CHIMBORAZO	L10	2
CHIMBORAZO	L30	5
CHIMBORAZO	L30	5
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L30	1
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	3
CHIMBORAZO	L10	2
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	6
CHIMBORAZO	L20	5
CHIMBORAZO	L30	6
CHIMBORAZO	L10	5
CHIMBORAZO	L10	6
CHIMBORAZO	L30	6
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L40	1
CHIMBORAZO	L10	4
CHIMBORAZO	L20	3
CHIMBORAZO	L20	5
CHIMBORAZO	L50	6
CHIMBORAZO	L20	6
CHIMBORAZO	L30	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	5
CHIMBORAZO	L20	5
CHIMBORAZO	L20	5
CHIMBORAZO	L20	5
CHIMBORAZO	L30	6
CHIMBORAZO	L30	4
CHIMBORAZO	L30	5
CHIMBORAZO	L20	2
CHIMBORAZO	L20	2
CHIMBORAZO	L30	2
CHIMBORAZO	L10	3
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L40	5
CHIMBORAZO	L30	5
CHIMBORAZO	L20	2
CHIMBORAZO	L20	2
CHIMBORAZO	L30	6
CHIMBORAZO	L20	5
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	6
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L30	1
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L10	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	6
CHIMBORAZO	L30	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	1
CHIMBORAZO	L20	1
CHIMBORAZO	L10	2
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L30	2
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L30	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	5
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L40	6
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	2
CHIMBORAZO	L10	5
CHIMBORAZO	L20	6
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	2
CHIMBORAZO	L10	5
CHIMBORAZO	L10	2
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	2
CHIMBORAZO	L30	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	3
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	2
CHIMBORAZO	L20	4
CHIMBORAZO	L30	6
CHIMBORAZO	L10	4
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	2
CHIMBORAZO	L10	6
CHIMBORAZO	L20	5
CHIMBORAZO	L20	5
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	2
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	2
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	5
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	5
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L10	5
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	5
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L30	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	5
CHIMBORAZO	L30	5
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L30	5
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L10	2
CHIMBORAZO	L10	2
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L30	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	5
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	5
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L10	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L20	2
CHIMBORAZO	L10	4
CHIMBORAZO	L10	2
CHIMBORAZO	L20	4
CHIMBORAZO	L30	2
CHIMBORAZO	L30	2
CHIMBORAZO	L20	6
CHIMBORAZO	L20	5
CHIMBORAZO	L20	6
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	6
CHIMBORAZO	L20	6
CHIMBORAZO	L10	2
CHIMBORAZO	L20	6
CHIMBORAZO	L20	1
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	2
CHIMBORAZO	L30	6
CHIMBORAZO	L20	6
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	5
CHIMBORAZO	L20	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	1
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	5
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
CHIMBORAZO	L30	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L20	4
CHIMBORAZO	L10	4
CHIMBORAZO	L10	4
CHIMBORAZO	L20	4
